Standard name,Common name,Sc ortholog,Essential in Sc,Sc synthetic lethals,Sc fitness,Essential in albicans,Sp ortholog,Essential in Sp,Hits,Reads,Length,Neighborhood index,100 bp upstream hits,Max free region,Freedom index,Logit FI,Kornmann FI,Type,Description
C2_09600C_A,,YCR090C,,,0.9445,No,SPBC2D10.03c,No,11,1175,501,0.4288259638914262,10,173,0.34530938123752497,0.329088077440433,0.33449565081526894,ORF|Uncharacterized,Putative protein of unknown function; mutant is viable; protein level decreases in stationary phase cultures; Spider biofilm induced
C2_09610W_A,,YIA6,,Yes,1.0135,,yea6,No,10,978,1101,0.17752456444554537,2,303,0.27520435967302453,0.2751707388014356,0.15492997568949335,ORF|Uncharacterized,"Ortholog(s) have NAD transporter activity, pyruvate secondary active transmembrane transporter activity, role in NAD transmembrane transport, mitochondrial pyruvate transport and endoplasmic reticulum, mitochondrion localization"
C2_09620W_A,,EPS1,,,1.0092,No,pdi1,Yes,46,5121,2214,0.397826646090535,1,164,0.07407407407407407,0.07407407394134215,0.20488463359867348,ORF|Uncharacterized,"Ortholog(s) have protein disulfide isomerase activity, protein-disulfide reductase (glutathione) activity, unfolded protein binding activity"
C2_09630C_A,,,,,,,,,7,375,510,0.28131208430508764,15,151,0.296078431372549,0.2833153029488157,0.2297389203077541,ORF|Uncharacterized,Protein with similarity to trimeric LpxA-like enzymes; Hap43-repressed gene
C2_09640W_A,PMI1,PMI40,,,,No,mpi1,Yes,1,1,1326,0.014928984414278533,0,702,0.5294117647058824,0.5294049470962717,0.0,ORF|Verified,"Phosphomannose isomerase; cell wall biosynthesis enzyme; drug target; functional homolog of S. cerevisiae, E. coli phosphomannose isomerase; Gcn4-regulated; induced on adherence to polystyrene, phagocytosis; 3-AT, Spider biofilm repressed"
C2_09650W_A,,SGN1,,,0.9912,No,pab2,No,6,1172,492,0.25227286977239954,3,149,0.30284552845528456,0.2873478019580353,0.22981579712865044,ORF|Uncharacterized,"Ortholog(s) have poly(A) binding activity, role in mRNA metabolic process and cytoplasm localization"
C2_09660W_A,,NOP16,,,NaN,No,nop16,No,13,762,657,0.3925874220787404,6,191,0.2907153729071537,0.2877350251077411,0.2887133727385017,ORF|Uncharacterized,Putative 66S pre-ribosomal particle component; Hap43-induced; F-12/CO2 early biofilm induced
C2_09670C_A,,CFD1,,Yes,,No,SPAC806.02c,Yes,2,35,885,0.04493146943861266,1,506,0.5717514124293785,0.57114630822165,0.0,ORF|Uncharacterized,"Ortholog(s) have 4 iron, 4 sulfur cluster binding, ATPase activity, role in iron-sulfur cluster assembly, tRNA wobble uridine modification and Nbp35-Cfd1 ATPase complex, cytoplasm localization"
C2_09680W_A,,BET1,,,,No,bet1,Yes,2,68,453,0.08567133953447419,0,423,0.9337748344370861,0.8648793895963734,0.0,ORF|Uncharacterized,"Ortholog(s) have SNAP receptor activity and role in ER to Golgi vesicle-mediated transport, retrograde vesicle-mediated transport, Golgi to ER, vesicle fusion"
C2_09690C_A,,,,,,,,,34,3545,1944,0.3429232804232804,4,303,0.1558641975308642,0.15586419337510293,0.2443516288144475,ORF|Uncharacterized,Protein of unknown function; induced by alpha pheromone in SpiderM medium
C2_09700W_A,YEA4,YEA4,,,NaN,No,yea4,No,24,1016,981,0.48942711518858306,3,179,0.18246687054026503,0.18239288140005996,0.3686801277263066,ORF|Uncharacterized,Putative uridine diphosphate-N-acetylglucosamine (UDP-GlcNAc) transporter; required for cell wall chitin synthesis; induced by alpha pheromone in SpiderM medium
C2_09710C_A,,LSB5,,,1.0340,No,lsb5,No,27,3088,1395,0.38685423235508126,5,159,0.11397849462365592,0.1139777584147738,0.23941118061480934,ORF|Uncharacterized,"Ortholog of S. cerevisiae/S. pombe Lsb5; predicted role in actin cortical patch localization, actin filament organization, endocytosis; flow model biofilm induced; Spider biofilm repressed"
C2_09720W_A,SUP35,SUP35,,No,,No,sup35,Yes,2,3,2166,0.01796456260551722,0,1374,0.6343490304709142,0.634349028633958,0.0,ORF|Verified,"Translation factor eRF3; shows prion-like aggregation in some, not all, studies; partially complements S. cerevisiae sup35 mutant translation defect; species barrier with S. cerevisiae Sup35p prion; gene not regulated by yeast-hyphal switch"
C2_09730C_A,IPK2,ARG82,,,NaN,,arg82,Yes,0,0,1053,0.0,6,1053,1.0,0.9998025840108433,0.0,ORF|Uncharacterized,Putative inositol polyphosphate multikinase; moderately induced at 42 deg
C2_09740W_A,SSO2,SSO2,,Yes,0.9265,Yes,psy1,Yes,0,0,888,0.0,0,888,1.0,0.9989729119492885,0.0,ORF|Verified,Plasma membrane t-SNARE; involved in fusion of secretory vesicles at the plasma membrane
C2_09750W_A,LEU42,,,,,No,leu3,No,36,2671,1716,0.3516037035590108,3,203,0.1182983682983683,0.11829833746121388,0.28411190802517666,ORF|Uncharacterized,Putative alpha-isopropylmalate synthase; fungal-specific; induced by human blood or polymorphonuclear cells; regulated by Gcn2 and Gcn4; stationary phase enriched protein; Spider biofilm induced
C2_09760W_A,,,,,,,,,10,967,573,0.2936552579579709,5,169,0.2949389179755672,0.2880283022044498,0.2741295871243947,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_23840, Candida tenuis NRRL Y-1498 : CANTEDRAFT_104074, Debaryomyces hansenii CBS767 : DEHA2B13310g and Pichia stipitis Pignal : PICST_58235"
C2_09770C_A,INP51,INP51,,NaN,1.0112,No,syj1,No,35,3619,2961,0.21946172775046288,11,274,0.09253630530226276,0.09253630530216826,0.19680613430121907,ORF|Verified,"Putative phosphatidylinositol-4,5-bisphosphate phosphatase; involved in maintenance of phosphoinositide levels; affects hyphal growth, virulence, cell integrity; interacts with Irs4p"
C2_09780C_A,,,,,,,,,9,1143,720,0.2257197696737044,19,337,0.46805555555555556,0.46548766287622945,0.23245790016091564,ORF|Uncharacterized,Protein of unknown function; transcript regulated by Mig1 and Tup1
C2_09790W_A,,,,,,,,,6,679,1518,0.071176649437519,17,526,0.3465085638998682,0.3465079096978476,0.0,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_23880, C. parapsilosis CDC317 : CPAR2_806590, Candida tenuis NRRL Y-1498 : CANTEDRAFT_92769 and Debaryomyces hansenii CBS767 : DEHA2B13376g"
C2_09800C_A,,,,,,,,,25,2608,864,0.5211110222506575,2,139,0.16087962962962962,0.1606696300459025,0.36324175149779475,ORF|Uncharacterized,Protein of unknown function; expression regulated by white-opaque switch; repressed by alpha pheromone in SpiderM medium
C2_09810C_A,,,,,,No,,,9,1023,1305,0.13089543937708564,0,259,0.19846743295019156,0.1984642799185595,0.13000913052964808,ORF|Uncharacterized,Protein with predicted peptidase domains; Hap43-repressed gene
C2_09820W_A,,,,,,,,,19,2291,1824,0.22125420875420876,4,329,0.18037280701754385,0.18037279105034848,0.22341474047104992,ORF|Uncharacterized,Protein of unknown function; flow model biofilm induced; Spider biofilm induced
C2_09830C_A,,,,,,,,,4,279,243,0.3755423249740114,2,120,0.49382716049382713,0.29919687329963485,0.0,ORF|Uncharacterized,"Ortholog of C. parapsilosis CDC317 : CPAR2_407330, Candida tenuis NRRL Y-1498 : CANTEDRAFT_114646, Debaryomyces hansenii CBS767 : DEHA2B05654g and Pichia stipitis Pignal : PICST_44644"
C2_09840W_A,MTW1,MTW1,,,,Yes,mis12,Yes,3,277,945,0.07443458345261952,0,758,0.8021164021164021,0.8016502892797878,0.0,ORF|Verified,Kinetochore component; amount of Nuf2p and Mtw1p protein detected at each centromere is consistent with a single kinetochore microtubule attachment site
C2_09850C_A,,,,,,No,SPCC1494.01,No,21,1670,1260,0.39402137608550436,0,214,0.16984126984126985,0.1698370381799738,0.1943854785875588,ORF|Uncharacterized,"Has domain(s) with predicted oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors activity"
C2_09860C_A,,,,,,No,,,14,934,1521,0.23593286080114317,1,540,0.35502958579881655,0.35502893531927177,0.23011176857330704,ORF|Verified,Putative monooxygenase; mutation confers hypersensitivity to toxic ergosterol analog; constitutive expression independent of MTL or white-opaque status
C2_09870W_A,,,,,,No,stm1,No,12,431,1038,0.32299086332276705,2,154,0.14836223506743737,0.1483282071015367,0.17187817321501284,ORF|Uncharacterized,Ortholog of S. pombe Stm1 G-protein coupled receptor; PQ-loop domains; constitutive expression independent of MTL or white-opaque status; Hap43-repressed
C2_09880C_A,,YOR338W,,No,0.9912,No,laf1,No,25,1656,1179,0.6571985865568181,0,232,0.1967769296013571,0.1967659089597756,0.28777642804922515,ORF|Uncharacterized,"Putative protein of unknown function; Plc1-regulated; transcript induced by Mnl1 under weak acid stress; flow model, rat catheter, Spider biofilm induced"
C2_09890W_A,SMM1,SMM1,,,1.0062,No,dus2,No,10,264,1302,0.2577482605945604,9,515,0.3955453149001536,0.39553883953976177,0.21817620789575098,ORF|Uncharacterized,Putative dihydrouridine synthase; Hap43-induced gene; rat catheter biofilm induced; Spider biofilm induced
C2_09900C_A,TIM23,TIM23,,,,No,tim23,Yes,1,1,657,0.05017856965211249,0,560,0.852359208523592,0.8436210160226966,0.0,ORF|Verified,Protein involved in mitochondrial matrix protein import
C2_09910C_A,,,,,,,,,0,0,183,0.0,0,183,1.0,0.45760205922564895,0.0,ORF|Uncharacterized,Putative adhesin-like protein
C2_09920W_A,,RRG9,,,NaN,,rrg9,No,3,247,489,0.2042724965528267,11,329,0.6728016359918201,0.6373785501733852,0.0,ORF|Uncharacterized,Ortholog(s) have role in mitochondrial genome maintenance and mitochondrion localization
C2_09930W_A,,UBX4,,,0.9695,,,,12,598,1752,0.22794434393038682,1,1501,0.8567351598173516,0.8567350040070558,0.0,ORF|Uncharacterized,"Ortholog(s) have protein complex binding activity and role in ER-associated ubiquitin-dependent protein catabolic process, sporulation resulting in formation of a cellular spore"
C2_09940W_A,GCN4,GCN4,,,NaN,No,,,8,745,972,0.24455887854580668,0,318,0.3271604938271605,0.3270153445988214,0.16235501396964783,ORF|Verified,"bZIP transcription factor; amino acid control response; required for Efg1-dependent pseudohyphal induction by amino acid starvation, not by serum; human whole blood and PMN induced; required for biofilm formation; Spider biofilm induced"
C2_09950W_A,FCY21,FCY2,,No,1.0355,No,,,19,1348,1545,0.3652468590979918,2,265,0.1715210355987055,0.17152078839442722,0.1999225274049449,ORF|Verified,"High affinity, high capacity, hypoxanthine-adenine-guanine-cytosine/H+ symporter; similar to S. cerevisiae Fcy2; mutation confers resistance to 5-fluorocytosine (5-FC); flow model biofilm induced"
C2_09960W_A,,TUM1,,,0.9800,,tum1,,10,575,1008,0.277842618528893,9,336,0.3333333333333333,0.33323014161034814,0.2359153250016258,ORF|Uncharacterized,"Ortholog(s) have thiosulfate sulfurtransferase activity, role in tRNA wobble position uridine thiolation and mitochondrion localization"
C2_09970C_A,,SOL1,,No,1.0122,No,SPCC16C4.10,No,12,539,1044,0.3039359108324626,2,360,0.3448275862068966,0.344753102247346,0.2863692475718903,ORF|Uncharacterized,Putative protein of unknown function; stationary phase enriched protein
C2_09980W_A,,,,,,,,,28,1524,978,0.7199786609762604,8,155,0.15848670756646216,0.1584204858746588,0.33781281089307935,ORF|Uncharacterized,Protein with a PI31 proteasome regulator domain; Hap43-repressed; flow model biofilm induced
C2_09990C_A,YOR1,YOR1,,No,0.9623,,abc2,No,51,3775,4467,0.29035247243833057,4,624,0.1396910678307589,0.1396910678307589,0.20567084591950502,ORF|Uncharacterized,Protein similar to S. cerevisiae Yor1; ABC-type plasma membrane transporter involved in resistance to aureobasidin A; white cell type-specific transcript; Spider biofilm induced
C2_10000C_A,,,,,,,,,17,1226,697,0.6601941747572816,2,115,0.18608414239482202,0.18328022843330394,0.3408136066673951,ORF|Uncharacterized,"Ortholog of C. parapsilosis CDC317 : CPAR2_407200.1, C. dubliniensis CD36 : Cd36_24070, Pichia stipitis Pignal : PICST_31669 and Spathaspora passalidarum NRRL Y-27907 : spas_CGOB_00103"
C2_10010C_A,,IRC22,,,NaN,,,,7,661,720,0.2372010293672419,7,185,0.2569444444444444,0.25553477042166894,0.2275406210437286,ORF|Verified,Membrane-localized protein of unknown function
C2_10020C_A,,,,,,,mug191,No,14,845,1239,0.26937168293100494,6,465,0.37530266343825663,0.37529112761402333,0.25841454617533594,ORF|Uncharacterized,Has domain(s) with predicted catalytic activity
C2_10030C_A,MP65,SCW10,,No,1.0410,No,,,7,440,1137,0.15171100513987398,1,359,0.31574318381706246,0.31571627109233524,0.0,ORF|Verified,"Cell surface mannoprotein; cell-wall glucan metabolism, adhesion; adhesin motif; O-glycosylation; induced by heat, germ tube formation, wall regeneration; mycelial antigen; diagnostic marker; fluconazole-repressed; Spider biofilm induced"
C2_10040W_A,,,,,,,,,9,909,315,0.7242486620008234,1,106,0.33650793650793653,0.2555814514177961,0.0,ORF|Dubious,Dubious open reading frame
C2_10050W_A,,UBP15,,,0.8862,No,ubp15,No,43,2636,4152,0.25516602000686256,4,418,0.10067437379576108,0.10067437379576108,0.1404733278045975,ORF|Uncharacterized,"Ortholog(s) have ubiquitin-specific protease activity, role in endocytosis, free ubiquitin chain depolymerization, protein deubiquitination and cell division site, cytosol, nucleus, peroxisome, transport vesicle localization"
C2_10060C_A,,CAB4,,,,No,cab4,Yes,2,2,969,0.05173342913597988,7,508,0.5242518059855521,0.5240121342736112,0.0,ORF|Uncharacterized,Putative pantetheine-phosphate adenylyltransferase (PPAT); which catalyzes 4th step in coenzyme A biosynthesis from pantothenate; rat catheter biofilm repressed
C2_10070W_A,,,,,,No,ser3,No,26,1721,1143,0.5650192779530319,2,145,0.1268591426071741,0.1268489592742108,0.24154522189822122,ORF|Uncharacterized,Predicted dehydrogenase; transcript upregulated in an RHE model of oral candidiasis; virulence-group-correlated expression; Spider biofilm repressed
C2_10080W_A,RAP1,RAP1,,,,No,,,10,325,1293,0.1748732491191888,1,472,0.36504253673627224,0.3650359979520318,0.20970405498889041,ORF|Verified,Transcription factor; binds telomeres and regulatory sequences in DNA; involved in telomere maintenance; represses hyphal growth under yeast-favoring conditions; similar to (but shorter than) S. cerevisiae Rap1
C2_10090C_A,,MRX1,,,NaN,,,,1,1,2955,0.007143334223884584,7,2006,0.678849407783418,0.6788494077826818,0.0,ORF|Uncharacterized,Ortholog(s) have mitochondrion localization
C2_10100W_A,CWC22,CWC22,,,,No,cwf22,Yes,1,4,1947,0.01122399845916795,4,1910,0.9809964047252183,0.9809963793422268,0.0,ORF|Uncharacterized,Predicted spliceosome-associated protein; role in pre-mRNA splicing; Spider biofilm induced
C2_10110W_A,CYC1,CYC1,,NaN,0.9445,,cyc1,,2,84,333,0.13411988500956473,2,136,0.4084084084084084,0.3229859649580282,0.0,ORF|Verified,"Cytochrome c; complements defects of S. cerevisiae cyc1 cyc7 double mutant; induced in high iron; alkaline repressed; repressed by nitric oxide; Hap43-dependent repression in low iron; regulated by Sef1, Sfu1"
C2_10120W_A,,PLP2,,,,No,plp2,Yes,5,241,798,0.145932642062673,0,548,0.6867167919799498,0.6849845849517522,0.0,ORF|Uncharacterized,"Ortholog(s) have G-protein beta/gamma-subunit complex binding, actin binding activity, role in positive regulation of transcription from RNA polymerase II promoter by pheromones, protein folding and cytoplasm localization"
C2_10130W_A,,,,,,,,,67,3903,3135,0.6054813226437941,3,321,0.10239234449760766,0.10239234449758931,0.30459402251554973,ORF|Uncharacterized,"Ortholog of C. parapsilosis CDC317 : CPAR2_407480, C. dubliniensis CD36 : Cd36_24170, Candida orthopsilosis Co 90-125 : CORT_0C06830 and Spathaspora passalidarum NRRL Y-27907 : SPAPADRAFT_65786"
C2_10140W_A,,UBP8,,,0.8822,,ubp8,No,21,1597,1842,0.3028167816228812,6,244,0.13246471226927253,0.13246470247471603,0.23375856260308614,ORF|Uncharacterized,"Ortholog(s) have protein complex scaffold, ubiquitin-specific protease activity and role in RNA splicing, histone H3-K4 methylation, histone H3-K79 methylation, histone deubiquitination"
C2_10150W_A,,,,,,,,,25,1371,1206,0.5943514019052026,5,149,0.12354892205638475,0.12354363981912456,0.23280036344439636,ORF|Uncharacterized,Secreted protein; fluconazole-induced
C2_10160W_A,,,,,,,mug191,No,14,751,1257,0.3546384151192348,1,320,0.2545743834526651,0.2545678474702265,0.2833555064391119,ORF|Uncharacterized,Secreted protein; fluconazole-induced
C2_10170C_A,,,,,,,,,9,731,849,0.3450593134780414,2,227,0.2673733804475854,0.26696797649169807,0.21828918754385945,ORF|Uncharacterized,Protein of unknown function; rat catheter and Spider biofilm induced
C2_10180W_A,IFR1,,,,,,SPAC2E1P3.01,No,14,2163,1113,0.4515330188679245,1,195,0.1752021563342318,0.1751831725072435,0.20812505561651556,ORF|Uncharacterized,Predicted oxidoreductase/dehydrogenase; induced by nitric oxide; rat catheter and Spider biofilm induced
C2_10190C_A,OCA1,OCA1,,No,0.9160,No,SPBC17A3.03c,No,5,41,810,0.21935204843909725,0,351,0.43333333333333335,0.4323635989741136,0.0,ORF|Verified,Putative protein phosphatase of the PTP family (tyrosine-specific); ortholog of S. cerevisiae Oca1; mutant is viable; mutant shows virulence defect
C2_10200W_A,,OST2,,,,No,ost2,Yes,0,0,516,0.0,0,516,1.0,0.9593009464285336,0.0,ORF|Uncharacterized,Predicted olichyl-diphosphooligosaccharide-protein glycotransferase; role in protein N-linked glycosylation; Spider biofilm repressed
C2_10210C_A,RAS1,RAS1,,No,1.0010,No,ras1,No,0,0,873,0.0,0,873,1.0,0.9988068922483908,0.0,ORF|Verified,"RAS signal transduction GTPase; regulates cAMP and MAP kinase pathways; role in hyphal induction, virulence, apoptosis, heat-shock sensitivity; nonessential; plasma membrane-localized; complements viability of S. cerevisiae ras1 ras2 mutant"
C2_10220C_A,PHO23,PHO23,,,0.8772,No,png2,No,17,566,1446,0.34802712463500846,4,533,0.3686030428769018,0.36860161316679574,0.3017493196739314,ORF|Verified,Ortholog(s) have methylated histone binding activity
C2_10230W_A,,MET32,,Yes,0.9913,No,prz1,No,9,362,1752,0.1452592954990215,0,351,0.20034246575342465,0.20034242931810564,0.14383645417014707,ORF|Uncharacterized,Putative C2H2 transcription factor; expression upregulated in clinical isolates from HIV+ patients with oral candidiasis; Spider biofilm induced
C2_10240W_A,GPD1,GPD1,,No,0.9615,,gpd1,No,20,1734,1212,0.4409179235680577,1,184,0.15181518151815182,0.15180906875513245,0.22657081273848323,ORF|Verified,"Glycerol-3-phosphate dehydrogenase; glycerol biosynthesis; regulated by Efg1; regulated by Tsa1, Tsa1B under H2O2 stress conditions; Sflow model and Spider biofilm induced"
